9966,The Messengers,https://image.tmdb.org/t/p/w500//kLmurNcnkmdPahLc6HKQjX3EHed.jpg,https://image.tmdb.org/t/p/original//7S6lCJ9ztPUY63mztz0g6toufsj.jpg,"When the Solomons trade in the craziness of big-city life for the quiet of a North Dakota farm, little do they expect the nightmare that follows. Soon after arriving, teenage Jess (Kristen Stewart) and her younger brother see terrifying apparitions and endure attacks from a supernatural source. Jess must warn her disbelieving family before it is too late to save them.",2007-02-02,90,There is evidence to suggest that children are highly susceptible to paranormal phenomena. They see what adults cannot. They believe what adults deny. And they are trying to warn us.,5.7,en,No Category
9976,Satan's Little Helper,https://image.tmdb.org/t/p/w500//osugwBXcbXZ2IYmzR4rCkrJxiQa.jpg,https://image.tmdb.org/t/p/original//59cGK8oM3t6TziDirtFKXFIE32P.jpg,A naïve young boy unknowingly becomes the pawn of a serial killer.,2004-01-01,100,You'll laugh 'til you die,5.2,en,No Category
9980,Maximum Overdrive,https://image.tmdb.org/t/p/w500//cFrKCumtZMHCWwWNxgGRyaxhYu2.jpg,https://image.tmdb.org/t/p/original//m6q0Q6bwJnzoMHWFCplDarmBtIK.jpg,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",1986-07-25,97,Stephen King's masterpiece of terror directed by the master himself.,5.7,en,No Category
9984,City of Rott,https://image.tmdb.org/t/p/w500//bri6lWP1iaWxcoqIgBesWNvbmi2.jpg,https://image.tmdb.org/t/p/original/,"Desperately losing his mind while searching for a new pair of shoes, an old man and his trusty Walker wander the City of Rott, saturated with thousands of rotting zombies, driven to feed the blood-hungry worms residing in their skulls.",2006-08-08,77,tagline,4.4,en,No Category
9987,Headspace,https://image.tmdb.org/t/p/w500//778KuzKdty9VQFBMgsIJRqvhin3.jpg,https://image.tmdb.org/t/p/original/,"25-year-old Alex Borden's chance encounter with a mysterious stranger has found his intellect rapidly expanding, but as the power of his mind grows so too does the mystery of a brutal series of murders. Now, as the killer seems to set his sights on Alex, the frightened genius must use his newfound brain power to put an end to the mayhem once and for all.",2005-09-18,89,Evil has many faces.,5.3,en,No Category
9997,Gabriel,https://image.tmdb.org/t/p/w500//ibFdvidQgmBvDSMRW39sAu8P4zn.jpg,https://image.tmdb.org/t/p/original//x3fxdeMaH8kSgfxW2DhPB3rHw1q.jpg,Gabriel tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,2007-11-15,109,Far From Grace,6.0,en,No Category
10004,Desperation,https://image.tmdb.org/t/p/w500//bjELwweoUlLSk9DtOS3MXBJVLTX.jpg,https://image.tmdb.org/t/p/original//vXtSgdZjWV3HPacdAVaUMzOzFsK.jpg,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives.",2006-05-23,131,"In this town, there are no accidents.",5.5,en,No Category
10007,See No Evil,https://image.tmdb.org/t/p/w500//kAmRKToJVhfF6ObKnZ0hOYxL40L.jpg,https://image.tmdb.org/t/p/original//e7H4yEE0YJdyQx41nQdvl5U8Evl.jpg,"A group of delinquents are sent to clean the Blackwell Hotel but little do they know reclusive psychopath Jacob Goodnight has holed away in the rotting hotel. When one of the teens is captured, those who remain band together to survive against the brutal killer.",2006-05-19,84,Evil gets raw.,5.4,en,No Category
10008,An American Haunting,https://image.tmdb.org/t/p/w500//wNgeLlsG8dxwIo4wCeilhNXhi5I.jpg,https://image.tmdb.org/t/p/original//wTcPEs307cPVYQ6lPXSjQEG416R.jpg,Based on the true events of the only case in US History where a spirit caused the death of a man.,2005-05-05,83,Possession Knows No Bounds,5.6,en,No Category
10011,Abominable,https://image.tmdb.org/t/p/w500//xcIV6b0kMCvL6jD5bqLYrkO85Zi.jpg,https://image.tmdb.org/t/p/original//2C8rRez1AjfXBGvjbv8EWf7TBlq.jpg,"A man, crippled in an accident, returns to the woods after rehabilitation, certain that he'll not see Bigfoot again.",2006-04-10,94,Think Big.,4.9,en,No Category
